nom,ref,marque,modele,categorie,co2,nb_km,carburant,boite_vitesse,couleur,nb_portes,nb_places,mise_circulation,conso_mixte,p_fiscale,p_din,critair,prix
Citroen grand c4 picasso 2,Réf. pro : 11781759 | réf. annonce : e106185508,Citroen,Grand c4 picasso 2,Monospace,B,27953.0,Diesel,Auto,Noir,5.0,7.0,2018,4,6.0,120,2.0,22560
Citroen grand c4 spacetourer,Réf. pro : 178078 | réf. annonce : e106473828,Citroen,Grand c4 spacetourer,Monospace,B,6184.0,Essence,Auto,Gris,5.0,7.0,2020,5.2,7.0,131,1.0,32590
Citroen c3 (3e generation),Réf. pro : ct19c1_4839 | réf. annonce : e106210920,Citroen,C3,Citadine,A,23476.0,Diesel,Manuelle,Noir/rouge carmen,5.0,5.0,2020,3.8,5.0,102,2.0,19430
Citroen c4 (2e generation),Réf. pro : mi87_3912063 | réf. annonce : e105975264,Citroen,C4,Berline,A,76921.0,Diesel,Manuelle,Sable,5.0,5.0,2018,3.6,5.0,99,2.0,18130
Citroen c1 (2e generation),Réf. pro : sopo_022091 | réf. annonce : e106196709,Citroen,C1,Citadine,A,12403.0,Essence,Manuelle,Noir caldéra,5.0,4.0,2020,4.1,4.0,72,1.0,13180
Citroen c3 (3e generation),Réf. pro : ct81c1_209282 | réf. annonce : e105662296,Citroen,C3,Citadine,A,47870.0,Diesel,Manuelle,Vert clair,5.0,5.0,2018,3.6,4.0,75,2.0,13560
Citroen c3 aircross,Réf. pro : mi56_1910056 | réf. annonce : e105355521,Citroen,C3 aircross,Suv 4x4,B,4193.0,Essence,Manuelle,Red urban,5.0,5.0,2020,5.2,7.0,131,1.0,20590
Citroen c3 aircross,Réf. pro : rqxk_6719 | réf. annonce : e105697030,Citroen,C3 aircross,Suv 4x4,B,47335.0,Diesel,Manuelle,Noir,5.0,5.0,2019,4,5.0,99,2.0,16220
Citroen c5 aircross,Réf. pro : mi87_3911080 | réf. annonce : e106494216,Citroen,C5 aircross,Suv 4x4,B,32369.0,Diesel,Auto,Noir perla nera metallise,5.0,5.0,2020,4.1,6.0,131,2.0,37490
Citroen c3 (3e generation),Réf. pro : mi56_1910160 | réf. annonce : e105460147,Citroen,C3,Citadine,B,15054.0,Essence,Manuelle,Gris platinium,5.0,5.0,2019,5,4.0,82,1.0,14670
Citroen c3 (3e generation),Réf. pro : 172842 | réf. annonce : e106101971,Citroen,C3,Citadine,B,22458.0,Essence,Manuelle,Rouge,5.0,5.0,2020,5,4.0,82,1.0,15370
Citroen c3 (3e generation),Réf. pro : ct81c1_209542 | réf. annonce : e106463939,Citroen,C3,Citadine,B,18796.0,Essence,Manuelle,Blanc,5.0,5.0,2019,4.7,4.0,82,1.0,13630
Citroen c5 (2e generation),Réf. pro : sopo_022097 | réf. annonce : e106513311,Citroen,C5,Berline,B,145750.0,Diesel,Auto,Noir,4.0,5.0,2015,4.5,6.0,115,2.0,8990
Citroen c4 (2e generation),Réf. pro : ct84a1_5572 | réf. annonce : e106146157,Citroen,C4,Berline,C,79460.0,Diesel,Manuelle,Marron metal,5.0,5.0,2015,4.9,8.0,150,2.0,12740
Citroen c3 (3e generation),Réf. pro : 174382 | réf. annonce : e106095935,Citroen,C3,Citadine,B,8363.0,Essence,Auto,Noir,5.0,5.0,2019,5.1,6.0,110,1.0,17310
Citroen c3 (2e generation),Réf. pro : 3851 | réf. annonce : w101690365,Citroen,C3,Citadine,A,121901.0,Diesel,Manuelle,Gris clair metal,5.0,5.0,2016,Nan,4.0,68,2.0,9060
Citroen c4 picasso 2,Réf. pro : big2_29121213 | réf. annonce : e106355444,Citroen,C4 picasso 2,Monospace,B,117936.0,Diesel,Auto,Bleu télès,5.0,5.0,2016,4,6.0,114,2.0,14730
Citroen c4 picasso 2,Réf. pro : 118vo007970 | réf. annonce : e106179343,Citroen,C4 picasso 2,Monospace,B,117730.0,Diesel,Manuelle,Gris,5.0,5.0,2015,4.2,5.0,93,2.0,10850
Citroen c4 spacetourer,Réf. pro : pkid_29269 | réf. annonce : e106476317,Citroen,C4 spacetourer,Monospace,B,26462.0,Diesel,Manuelle,Blanc banquise,5.0,5.0,2020,Nan,6.0,0,1.0,20480
Citroen grand c4 picasso 2,Réf. pro : 0153u0001103 | réf. annonce : e106400055,Citroen,Grand c4 picasso 2,Monospace,B,154960.0,Diesel,Auto,Blanc,5.0,7.0,2018,4,6.0,120,2.0,19200
Citroen c5 aircross,Réf. pro : g6l36l | réf. annonce : e106531744,Citroen,C5 aircross,Suv 4x4,B,1.0,Diesel,Auto,Blanc,5.0,5.0,2020,4.1,6.0,131,2.0,34960
Citroen c5 aircross,Réf. pro : ct19c1_4851 | réf. annonce : e106334828,Citroen,C5 aircross,Suv 4x4,C,3690.0,Essence,Auto,Gris acier,5.0,5.0,2020,5.7,10.0,181,1.0,36770
Citroen jumpy 3,Réf. pro : ct43c1_12163 | réf. annonce : e105902244,Citroen,Jumpy 3,Monospace,D,9213.0,Diesel,Manuelle,Platinium,4.0,2.0,2020,Nan,8.0,150,2.0,34050
Citroen c4 (2e generation),Réf. pro : ct27c2_190762 | réf. annonce : e105598512,Citroen,C4,Berline,A,40003.0,Diesel,Manuelle,Rouge,5.0,5.0,2018,3.6,5.0,99,2.0,15240
Citroen c5 aircross,Réf. pro : gce3_oy7476 | réf. annonce : e106275384,Citroen,C5 aircross,Suv 4x4,B,1036.0,Essence,Auto,Gris platinium,5.0,5.0,2020,5.1,7.0,131,1.0,34320
Citroen c5 aircross,Réf. pro : raal_001041 | réf. annonce : e106069870,Citroen,C5 aircross,Suv 4x4,B,34155.0,Diesel,Auto,Gris platinium - toit noir perla nera,5.0,5.0,2020,4.1,6.0,131,2.0,32920
Citroen c1 (2e generation),Réf. pro : raar_fk-603-jg | réf. annonce : e106343159,Citroen,C1,Citadine,A,2925.0,Essence,Manuelle,Blanc lipizan (o),5.0,4.0,2020,3.7,3.0,72,1.0,14960
Citroen c3 (3e generation),Réf. pro : 177456 | réf. annonce : e106511055,Citroen,C3,Citadine,B,23589.0,Essence,Manuelle,Blanc,5.0,5.0,2018,4.7,4.0,82,1.0,13520
Citroen c3 (3e generation),Réf. pro : ct61c1_7856 | réf. annonce : e106373261,Citroen,C3,Citadine,A,26738.0,Diesel,Manuelle,Blanc,5.0,5.0,2020,3.8,5.0,102,2.0,15730
Citroen c4 cactus,Réf. pro : ct84c4_040240 | réf. annonce : e106449380,Citroen,C4 cactus,Suv 4x4,A,104815.0,Essence,Manuelle,Jelly red,5.0,5.0,2016,4.3,5.0,110,1.0,13780
Citroen c3 aircross,Réf. pro : 91886 | réf. annonce : e106475025,Citroen,C3 aircross,Suv 4x4,B,11686.0,Essence,Manuelle,Gris,5.0,5.0,2019,5,6.0,110,1.0,21060
Citroen c3 (3e generation),Réf. pro : pe44a5_4955 | réf. annonce : e106085372,Citroen,C3,Citadine,B,15666.0,Essence,Manuelle,Orange métal,5.0,5.0,2020,5,4.0,82,1.0,12370
Citroen berlingo 2 multispace,Réf. pro : mi87_4001092 | réf. annonce : e106269828,Citroen,Berlingo 2 multispace,Monospace,B,22776.0,Diesel,Manuelle,Bleu,5.0,5.0,2018,4.3,5.0,99,2.0,20040
Citroen c4 cactus,Réf. pro : ct84c3_010255 | réf. annonce : e106235793,Citroen,C4 cactus,Suv 4x4,A,115551.0,Diesel,Manuelle,Gris shark,5.0,5.0,2018,3.6,5.0,100,2.0,13620
Citroen c3 aircross,Réf. pro : soga_vs2005021 | réf. annonce : e106527338,Citroen,C3 aircross,Suv 4x4,B,22869.0,Essence,Manuelle,Gris foncé métal,5.0,5.0,2019,4.7,5.0,110,1.0,16250
Citroen c3 aircross,Réf. pro : ct19c1_4835 | réf. annonce : e106195644,Citroen,C3 aircross,Suv 4x4,B,14320.0,Diesel,Manuelle,Misty grey (métallisé),5.0,5.0,2020,4,5.0,102,2.0,18970
Citroen c4 spacetourer,Réf. pro : mi56_1908150 | réf. annonce : e105129633,Citroen,C4 spacetourer,Monospace,B,22984.0,Essence,Manuelle,Lazuli blue,5.0,5.0,2019,5,7.0,131,1.0,24290
Citroen c4 cactus,Réf. pro : 176910 | réf. annonce : e106508574,Citroen,C4 cactus,Suv 4x4,A,35921.0,Essence,Auto,Blanc,5.0,5.0,2017,4.3,4.0,82,1.0,13780
Citroen berlingo 3 multispace,Réf. pro : ct38c2_200193 | réf. annonce : e106444939,Citroen,Berlingo 3 multispace,Monospace,B,4437.0,Diesel,Auto,Nautillus metal,5.0,5.0,2020,4.3,7.0,130,2.0,26370
Citroen c4 (2e generation),Réf. pro : big2_29111137 | réf. annonce : e105809425,Citroen,C4,Berline,A,154696.0,Diesel,Auto,Noir,5.0,5.0,2019,3.9,6.0,120,2.0,13070
Citroen c4 (2e generation),Réf. pro : ct13c1_1910054 | réf. annonce : e106352053,Citroen,C4,Berline,A,131856.0,Diesel,Auto,Blanc,5.0,5.0,2016,3.9,6.0,120,2.0,9610
Citroen c3 (2e generation),Réf. pro : ct38c2_200099 | réf. annonce : e106529950,Citroen,C3,Citadine,B,106785.0,Essence,Manuelle,Grise,5.0,5.0,2016,4.4,4.0,68,1.0,8450
Citroen c4 cactus,Réf. pro : mi56_1905146 | réf. annonce : e104582843,Citroen,C4 cactus,Suv 4x4,B,26879.0,Essence,Manuelle,Gris platinium,5.0,5.0,2019,4.6,5.0,110,1.0,16780
Citroen c5 aircross,Réf. pro : ct31m1_fg-059-cn | réf. annonce : e106424061,Citroen,C5 aircross,Suv 4x4,B,9023.0,Diesel,Manuelle,Gris acier/noir,5.0,5.0,2020,4.1,6.0,131,2.0,32520
Citroen c3 (3e generation),Réf. pro : 190954 | réf. annonce : e106524773,Citroen,C3,Citadine,B,19327.0,Essence,Manuelle,Gris,5.0,5.0,2020,5,4.0,83,1.0,15960
Citroen c1 (2e generation),Réf. pro : 181418 | réf. annonce : e106215897,Citroen,C1,Citadine,A,10825.0,Essence,Manuelle,Bleu,3.0,4.0,2020,3.7,3.0,72,1.0,13080
Citroen c3 (3e generation),Réf. pro : sopo_012027 | réf. annonce : e106219209,Citroen,C3,Citadine,B,17931.0,Essence,Manuelle,Gris acier (métallisée),5.0,5.0,2020,4.7,5.0,110,1.0,16880
Citroen c4 cactus,Réf. pro : 174859 | réf. annonce : e106198803,Citroen,C4 cactus,Suv 4x4,B,12178.0,Essence,Manuelle,Vert,5.0,5.0,2019,4.6,5.0,110,1.0,17690
Citroen grand c4 picasso 2,Réf. annonce : w101723367,Citroen,Grand c4 picasso 2,Monospace,B,147200.0,Diesel,Manuelle,Gris foncé metal,5.0,7.0,2016,4,6.0,120,2.0,13780
Citroen c5 (2e generation),Réf. annonce : w101733122,Citroen,C5,Berline,B,135975.0,Diesel,Auto,Gris anthracite metal,4.0,5.0,2012,4,6.0,112,2.0,7310
Citroen c3 (3e generation),Réf. pro : re36c1_ds1192082 | réf. annonce : e105661253,Citroen,C3,Citadine,B,11836.0,Essence,Manuelle,Rouge,5.0,5.0,2020,4.7,5.0,110,1.0,18380
Citroen c3 (3e generation),Réf. pro : 115620utours | réf. annonce : e106119579,Citroen,C3,Citadine,B,42968.0,Essence,Manuelle,Blanc,5.0,5.0,2019,4.7,5.0,110,1.0,17340
Citroen c4 cactus,Réf. pro : 172286 | réf. annonce : e106460497,Citroen,C4 cactus,Suv 4x4,B,12941.0,Essence,Manuelle,Gris,5.0,5.0,2020,4.6,5.0,110,1.0,16580
Citroen c4 (2e generation),Réf. pro : 2697 | réf. annonce : w101740327,Citroen,C4,Berline,A,170130.0,Diesel,Manuelle,Rouge metal,5.0,5.0,2016,3,5.0,99,2.0,8230
Citroen c4 cactus,Réf. pro : 185648 | réf. annonce : e106372473,Citroen,C4 cactus,Suv 4x4,B,2635.0,Essence,Manuelle,Noir,5.0,5.0,2020,4.6,5.0,110,1.0,19420
Citroen grand c4 picasso 2,Réf. annonce : w101731963,Citroen,Grand c4 picasso 2,Monospace,B,165432.0,Diesel,Auto,Gris metal,5.0,7.0,2015,4,6.0,116,2.0,13380
Citroen c4 cactus,Réf. pro : ct77c4_910690 | réf. annonce : e106192500,Citroen,C4 cactus,Suv 4x4,A,17883.0,Diesel,Manuelle,Deep purple,5.0,5.0,2019,3.6,5.0,100,2.0,17120
Citroen c3 (3e generation),Réf. pro : 105327utours | réf. annonce : e106119580,Citroen,C3,Citadine,B,34949.0,Essence,Manuelle,Blanc,5.0,5.0,2019,4.7,5.0,110,1.0,17230
Citroen berlingo 2 multispace,Réf. pro : mgr | réf. annonce : e106165525,Citroen,Berlingo 2 multispace,Monospace,B,17080.0,Diesel,Manuelle,Gris foncé,5.0,5.0,2020,4.1,5.0,99,2.0,25600
Citroen grand c4 spacetourer,Réf. pro : ct13c1_2001003 | réf. annonce : e105809963,Citroen,Grand c4 spacetourer,Monospace,B,17982.0,Diesel,Manuelle,Gris acier (métallisé),5.0,7.0,2020,4,6.0,131,2.0,25510
Citroen c3 (3e generation),Réf. pro : 168933 | réf. annonce : e106141302,Citroen,C3,Citadine,B,14255.0,Essence,Manuelle,Gris,5.0,5.0,2019,5,4.0,82,1.0,14510
Citroen c4 (2e generation),Réf. pro : ct84c5_9894 | réf. annonce : e105750184,Citroen,C4,Berline,B,10527.0,Essence,Manuelle,Gris acier,5.0,5.0,2019,4.8,6.0,110,1.0,19020
Citroen c5 aircross,Réf. pro : sopo_119183 | réf. annonce : e106322795,Citroen,C5 aircross,Suv 4x4,C,5658.0,Diesel,Auto,Blanc nacré (nacrée),5.0,5.0,2020,4.8,9.0,177,2.0,44150
Citroen c5 aircross,Réf. pro : 144874 | réf. annonce : e105906350,Citroen,C5 aircross,Suv 4x4,C,3164.0,Essence,Auto,Emerald crystal metallise,5.0,5.0,2020,5.7,10.0,181,1.0,31740
Citroen c1 (2e generation),Réf. pro : bebi_2515 | réf. annonce : e105701333,Citroen,C1,Citadine,A,5355.0,Essence,Manuelle,Blanc,5.0,4.0,2019,4.1,4.0,72,1.0,12520
Citroen c5 aircross,Réf. pro : pkid_29691 | réf. annonce : e106258744,Citroen,C5 aircross,Suv 4x4,C,12.0,Diesel,Auto,Noir perla,5.0,5.0,2020,4.8,9.0,177,2.0,35180
Citroen c5 aircross,Réf. pro : 1909301 | réf. annonce : e105717696,Citroen,C5 aircross,Suv 4x4,B,9742.0,Diesel,Auto,Gris foncé,5.0,5.0,2020,4.1,6.0,131,2.0,38460
Citroen grand c4 picasso 2,Réf. pro : mb36c1pvo1_649736 | réf. annonce : e105683268,Citroen,Grand c4 picasso 2,Monospace,C,30847.0,Essence,Auto,Gris clair,5.0,7.0,2018,5.6,9.0,165,1.0,21780
Citroen c3 (3e generation),Réf. pro : 163109 | réf. annonce : e106298169,Citroen,C3,Citadine,A,26666.0,Diesel,Manuelle,Gris,5.0,5.0,2020,3.8,5.0,102,2.0,16330
Citroen c4 aircross,Réf. pro : 155595 | réf. annonce : e105821310,Citroen,C4 aircross,Suv 4x4,C,101357.0,Diesel,Manuelle,Gris,5.0,5.0,2017,5,6.0,114,2.0,17920
Citroen c3 (3e generation),Réf. pro : sopo_129189 | réf. annonce : e106246796,Citroen,C3,Citadine,A,98769.0,Diesel,Manuelle,Gris acier,5.0,5.0,2018,3.6,4.0,75,2.0,12900
Citroen c4 cactus,Réf. pro : gce4_001021 | réf. annonce : e106339623,Citroen,C4 cactus,Suv 4x4,B,114306.0,Essence,Manuelle,Gris alumini,5.0,5.0,2016,4.6,4.0,82,1.0,10240
Citroen c4 spacetourer,Réf. pro : 530957 | réf. annonce : e106449466,Citroen,C4 spacetourer,Monospace,B,25465.0,Essence,Manuelle,Gris,5.0,5.0,2019,5.2,7.0,131,1.0,21930
Citroen c5 aircross,Réf. pro : chtezw | réf. annonce : e106531752,Citroen,C5 aircross,Suv 4x4,B,1.0,Essence,Manuelle,Gris,5.0,5.0,2020,5.3,7.0,131,1.0,26940
Citroen c3 (2e generation),Réf. annonce : w101722618,Citroen,C3,Citadine,B,158600.0,Diesel,Manuelle,Bordeaux metal,5.0,5.0,2012,4.2,4.0,68,2.0,7310
Citroen c4 (2e generation),Réf. pro : krca_33192 | réf. annonce : e106389255,Citroen,C4,Berline,B,60159.0,Essence,Auto,Gris acier (m),5.0,5.0,2018,4.9,7.0,131,1.0,17550
Citroen c5 aircross,Réf. pro : gce4_002049 | réf. annonce : e106456975,Citroen,C5 aircross,Suv 4x4,C,2824.0,Diesel,Auto,Gris platini,5.0,5.0,2020,4.8,9.0,177,2.0,38870
Citroen grand c4 spacetourer,Réf. pro : sfgx1_40580 | réf. annonce : e106152942,Citroen,Grand c4 spacetourer,Monospace,B,12.0,Essence,Auto,Blanc banquise,5.0,7.0,2020,5.1,6.0,131,1.0,31840
Citroen c4 picasso 2,Réf. pro : 182989 | réf. annonce : e106298130,Citroen,C4 picasso 2,Monospace,B,67790.0,Diesel,Auto,Gris,5.0,5.0,2018,3.9,6.0,120,2.0,19370
Citroen grand c4 spacetourer,Réf. pro : ct95c2_3200020 | réf. annonce : e106070103,Citroen,Grand c4 spacetourer,Monospace,B,6861.0,Essence,Auto,Gris acier (m),5.0,7.0,2020,5.2,7.0,131,1.0,30970
Citroen c3 (3e generation),Réf. pro : 165595 | réf. annonce : e106521089,Citroen,C3,Citadine,B,21660.0,Essence,Manuelle,Blanc,5.0,5.0,2018,4.7,4.0,82,1.0,12520
Citroen grand c4 spacetourer,Réf. pro : ct28c1_c15859 | réf. annonce : e105665602,Citroen,Grand c4 spacetourer,Monospace,B,6.0,Diesel,Auto,Gris,5.0,7.0,2020,4,6.0,131,2.0,34980
Citroen c3 (3e generation),Réf. pro : ct19c1_4844 | réf. annonce : e106202963,Citroen,C3,Citadine,B,44661.0,Essence,Manuelle,Almond green,5.0,5.0,2018,4.6,5.0,110,1.0,13160
Citroen c3 (3e generation),Réf. pro : sopo_022062 | réf. annonce : e106528529,Citroen,C3,Citadine,B,15794.0,Essence,Manuelle,Gris platinium,5.0,5.0,2020,5,4.0,82,1.0,15580
Citroen c4 (2e generation),Réf. pro : ct38c2_200237 | réf. annonce : e106444952,Citroen,C4,Berline,B,57724.0,Essence,Manuelle,Blanc,5.0,5.0,2018,4.8,6.0,110,1.0,15960
Citroen c3 (3e generation),Réf. pro : 174805 | réf. annonce : e106503287,Citroen,C3,Citadine,A,47659.0,Diesel,Manuelle,Gris foncé,5.0,5.0,2020,3.7,5.0,102,2.0,14620
Citroen c3 picasso,Réf. pro : tvvj_6732 | réf. annonce : e105612884,Citroen,C3 picasso,Monospace,B,50234.0,Essence,Manuelle,Gris foncé,5.0,5.0,2018,5,6.0,110,1.0,13440
Citroen c3 aircross,Réf. pro : 10398 | réf. annonce : e106189676,Citroen,C3 aircross,Suv 4x4,C,24600.0,Essence,Auto,Beige,5.0,5.0,2018,5.6,6.0,110,1.0,23350
Citroen c3 aircross,Réf. pro : gerv_26645 | réf. annonce : e106220191,Citroen,C3 aircross,Suv 4x4,B,38090.0,Essence,Manuelle,Blanc,5.0,5.0,2019,5.3,7.0,131,1.0,22480
Citroen c3 (3e generation),Réf. pro : dic3_912003 | réf. annonce : e106356532,Citroen,C3,Citadine,B,23690.0,Essence,Manuelle,Gris,5.0,5.0,2020,5,4.0,82,1.0,15240
Citroen c4 cactus,Réf. pro : 186420 | réf. annonce : e106450890,Citroen,C4 cactus,Suv 4x4,B,11582.0,Essence,Manuelle,Blanc,5.0,5.0,2020,4.6,5.0,110,1.0,18630
Citroen c3 aircross,Réf. pro : sopo_012023 | réf. annonce : e106062484,Citroen,C3 aircross,Suv 4x4,B,9865.0,Essence,Auto,Black,5.0,5.0,2020,5.7,6.0,110,1.0,21920
Citroen c5 aircross,Réf. pro : ct95c2_3190204 | réf. annonce : e105420997,Citroen,C5 aircross,Suv 4x4,B,3989.0,Essence,Manuelle,Gris,5.0,5.0,2020,5.3,7.0,131,1.0,28870
Citroen c1 (2e generation),Réf. pro : 105vo006935 | réf. annonce : e106281148,Citroen,C1,Citadine,A,18817.0,Essence,Manuelle,Noir,3.0,4.0,2020,4.1,4.0,72,1.0,10680
Citroen ds4,Réf. pro : ct84a1_5462 | réf. annonce : e106415762,Citroen,Ds4,Berline,B,109481.0,Diesel,Auto,Marron metal,5.0,5.0,2013,4.4,6.0,114,2.0,12280
Citroen c4 aircross,Réf. pro : 816375uvou10ulac | réf. annonce : e106498053,Citroen,C4 aircross,Suv 4x4,B,27408.0,Diesel,Manuelle,Brun,5.0,5.0,2018,4.6,6.0,114,2.0,22980
Citroen c3 aircross,Réf. pro : 183486 | réf. annonce : e106440813,Citroen,C3 aircross,Suv 4x4,B,18968.0,Essence,Manuelle,Beige,5.0,5.0,2020,5,4.0,82,1.0,17300
Citroen c3 (3e generation),Réf. pro : ct50c2_907628 | réf. annonce : e105906397,Citroen,C3,Citadine,B,25874.0,Essence,Manuelle,Rouge rubi,5.0,5.0,2020,5,4.0,82,1.0,13540
Citroen c3 (3e generation),Réf. pro : dico_911001 | réf. annonce : e106129142,Citroen,C3,Citadine,A,42395.0,Diesel,Manuelle,Blanc banqui,5.0,5.0,2018,3.7,5.0,99,2.0,13640
Citroen c3 (3e generation),Réf. pro : 148200 | réf. annonce : e105629771,Citroen,C3,Citadine,B,21426.0,Essence,Manuelle,Gris,5.0,5.0,2020,5,4.0,83,1.0,13780
Citroen berlingo 3 multispace,Réf. pro : ct84c5_kj877127 | réf. annonce : e105863032,Citroen,Berlingo 3 multispace,Monospace,B,2016.0,Diesel,Auto,Gris acier,5.0,5.0,2020,4.3,7.0,130,2.0,30380
Citroen c4 cactus,Réf. pro : 105vo017044 | réf. annonce : e106491005,Citroen,C4 cactus,Suv 4x4,A,75645.0,Diesel,Manuelle,Gris foncé,5.0,5.0,2019,3.6,5.0,99,2.0,15860
Citroen c3 (3e generation),Réf. pro : vkdhpvo2_12679 | réf. annonce : e106445251,Citroen,C3,Citadine,B,13747.0,Essence,Manuelle,Platinium/noir,5.0,5.0,2020,5,4.0,82,1.0,13890
Citroen c3 (3e generation),Réf. pro : hxue_7060 | réf. annonce : e106114871,Citroen,C3,Citadine,B,12.0,Essence,Manuelle,Platinium,5.0,5.0,2020,Nan,4.0,0,1.0,16540
Citroen c5 aircross,Réf. pro : ct30c1_030210 | réf. annonce : e106205118,Citroen,C5 aircross,Suv 4x4,B,22773.0,Diesel,Auto,Gris acier,5.0,5.0,2020,4.1,6.0,131,2.0,30500
Citroen c5 aircross,Réf. pro : pkid_29296 | réf. annonce : e106485596,Citroen,C5 aircross,Suv 4x4,C,8338.0,Diesel,Auto,Noir perla,5.0,5.0,2020,4.8,9.0,177,2.0,30390
Citroen c3 aircross,Réf. pro : 185171 | réf. annonce : e106484431,Citroen,C3 aircross,Suv 4x4,B,7631.0,Essence,Auto,Argent,5.0,5.0,2020,5.7,6.0,110,1.0,23890
Citroen c4 (2e generation),Réf. pro : liit_8226 | réf. annonce : e106505820,Citroen,C4,Berline,B,164872.0,Diesel,Manuelle,Blanc,5.0,5.0,2015,4.1,5.0,92,2.0,8500
Citroen c5 aircross,Réf. pro : ct56c1_1906077 | réf. annonce : e104755991,Citroen,C5 aircross,Suv 4x4,C,5976.0,Essence,Auto,Blanc nacre,5.0,5.0,2019,5.7,10.0,181,1.0,34540
Citroen c4 picasso 2,Réf. annonce : w101735067,Citroen,C4 picasso 2,Monospace,A,125670.0,Diesel,Auto,Gris metal,5.0,5.0,2015,3.8,5.0,92,2.0,12150
Citroen c4 picasso 2,Réf. pro : raal_002004 | réf. annonce : e106069918,Citroen,C4 picasso 2,Monospace,B,104431.0,Diesel,Auto,Champagne,5.0,5.0,2017,4.3,8.0,150,2.0,17000
Citroen c3 (3e generation),Réf. pro : vyhk35g | réf. annonce : e106482383,Citroen,C3,Citadine,A,58808.0,Diesel,Manuelle,Sable,5.0,5.0,2019,3.6,4.0,75,2.0,10870
Citroen c3 (3e generation),Réf. pro : ct13c1_1910107 | réf. annonce : e105427889,Citroen,C3,Citadine,B,5461.0,Essence,Manuelle,Bi-ton gris platinium - pavillon bl,5.0,5.0,2019,4.7,5.0,110,1.0,16630
Citroen c5 aircross,Réf. pro : ct84c4_941127 | réf. annonce : e105741036,Citroen,C5 aircross,Suv 4x4,B,4550.0,Essence,Manuelle,Rouge volcano,5.0,5.0,2020,5.3,7.0,131,1.0,29130
Citroen c3 aircross,Réf. pro : 91838 | réf. annonce : e106519668,Citroen,C3 aircross,Suv 4x4,B,17674.0,Essence,Manuelle,Gris,5.0,5.0,2019,5,6.0,110,1.0,20550
Citroen c4 cactus,Réf. pro : 571citvo180784_e197104206 | réf. annonce : e105945256,Citroen,C4 cactus,Suv 4x4,B,21189.0,Essence,Manuelle,Rouge,5.0,5.0,2018,4.6,4.0,82,1.0,13960
Citroen c3 (3e generation),Réf. pro : ol4150uvdu37ulac | réf. annonce : e105664528,Citroen,C3,Citadine,B,122.0,Essence,Manuelle,Gris foncé,5.0,5.0,2020,4.7,5.0,110,1.0,21960
Citroen ds3,Réf. annonce : w101690839,Citroen,Ds3,Citadine,A,121220.0,Diesel,Manuelle,Blanc nacre,3.0,5.0,2015,3,4.0,93,2.0,11480
Citroen c4 (2e generation),Réf. pro : ct46c2_1909018 | réf. annonce : e105362221,Citroen,C4,Berline,B,80992.0,Essence,Auto,Rouge rubi,5.0,5.0,2018,5.1,7.0,131,1.0,16390
Citroen c5 aircross,Réf. pro : pkid_29509 | réf. annonce : e106485591,Citroen,C5 aircross,Suv 4x4,C,4802.0,Diesel,Auto,Orange,5.0,5.0,2020,4.8,9.0,177,2.0,31450
Citroen c3 (3e generation),Réf. pro : o8hbjuv | réf. annonce : e106215510,Citroen,C3,Citadine,A,11.0,Essence,Manuelle,Blanc,5.0,5.0,2020,4.3,4.0,82,1.0,15460
Citroen c3 aircross,Réf. pro : 9435 | réf. annonce : w101717905,Citroen,C3 aircross,Suv 4x4,B,39805.0,Diesel,Manuelle,Orange verni,5.0,5.0,2019,4,5.0,102,2.0,16370
Citroen ds4,Réf. pro : w14260 | réf. annonce : w101741641,Citroen,Ds4,Berline,C,102314.0,Essence,Auto,Noir metal,5.0,5.0,2016,7,9.0,165,1.0,14560
Citroen grand c4 picasso 2,Réf. pro : 2020u155352 | réf. annonce : e106417401,Citroen,Grand c4 picasso 2,Monospace,B,73634.0,Diesel,Manuelle,Blanc,5.0,7.0,2019,3.8,6.0,131,2.0,21120
Citroen c4 cactus,Réf. pro : mi87_3909071 | réf. annonce : e105487329,Citroen,C4 cactus,Suv 4x4,A,13405.0,Diesel,Manuelle,Gris,5.0,5.0,2020,4,5.0,102,2.0,24380
Citroen c4 cactus,Réf. pro : vo332 | réf. annonce : e106175901,Citroen,C4 cactus,Suv 4x4,B,74390.0,Essence,Manuelle,Gris foncé,5.0,5.0,2018,4.6,4.0,82,1.0,12370
Citroen c4 (2e generation),Réf. pro : gce2_290952 | réf. annonce : e105388322,Citroen,C4,Berline,A,101899.0,Diesel,Manuelle,Blanc banqui,5.0,5.0,2017,3.6,6.0,120,2.0,13610
Citroen c4 (2e generation),Réf. pro : 182942 | réf. annonce : e106440776,Citroen,C4,Berline,B,39843.0,Essence,Manuelle,Blanc,5.0,5.0,2017,4.8,6.0,110,1.0,13550
Citroen c4 cactus,Réf. pro : 181414 | réf. annonce : e106484434,Citroen,C4 cactus,Suv 4x4,B,10738.0,Essence,Auto,Noir,5.0,5.0,2020,4.8,6.0,131,1.0,20880
Citroen c3 picasso,Réf. annonce : w101740949,Citroen,C3 picasso,Monospace,B,222277.0,Diesel,Manuelle,Clair metal,5.0,5.0,2013,4,5.0,93,2.0,6640
Citroen c5 aircross,Réf. pro : 95 | réf. annonce : e106442251,Citroen,C5 aircross,Suv 4x4,B,17205.0,Essence,Manuelle,Blanc,5.0,5.0,2020,5.3,7.0,131,1.0,27290
